record_id,title,year,source,Final_decision,Final_reason_code,Final_notes,FullText_needed
R00169,Examining tissue-level changes in doxorubicin accumulation and nitric oxide formation in skeletal muscle and tumours in a mouse model of breast cancer,2025.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00171,HER2 and gastric cancer: a novel therapeutic target for trastuzumab,2010.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00172,Effects of Exercise on Cardiac Function Outcomes in Women Receiving Anthracycline or Trastuzumab Treatment for Breast Cancer: A Systematic Review and Meta-Analysis,2021.0,Web of Science,INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R00174,"Three-Year Follow-up of Neoadjuvant Chemotherapy With or Without Anthracyclines in the Presence of Dual ERBB2 Blockade in Patients With ERBB2-Positive Breast Cancer A Secondary Analysis of the TRAIN-2 Randomized, Phase 3 Trial",2021.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00175,Inactivation of the anticancer drugs doxorubicin and oracin by aldo-keto reductase (AKR) 1C3,2008.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00176,Risk factors and prediction models for cardiotoxicity induced by anthracyclines in malignant chemotherapy,2025.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00177,Anti-Tumor Effect of Embryonic Stem Cell Derived Exosomes in Triple Negative Breast Cancer: Potential Role of TCF7-E-Cadherin and VEGF,2022.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00178,Neoadjuvant Ixabepilone/Carboplatin/Trastuzumab in HER2-Positive Operable Breast Cancer: A Phase II Trial of the Sarah Cannon Research Institute,2015.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00179,High intensity exercise during breast cancer chemotherapy-effects on long-term myocardial damage and physical capacity-data from the OptiTrain RCT,2021.0,Web of Science,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00180,"Trastuzumab emtansine versus treatment of physician's choice for pretreated HER2-positive advanced breast cancer (TH3RESA): a randomised, open-label, phase 3 trial",2014.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00181,Phase I Trial with Two HER-2 B Cell Epitope Vaccine in Patients with Solid Tumors,2010.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00182,Phase I Trial with Two HER-2 B Cell Epitope Vaccine in Patients with Solid Tumors,2009.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00183,"Mitoxantrone, More than Just Another Topoisomerase II Poison",2016.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00185,Correlation between complete response to anthracycline-based chemotherapy and topoisomerase II-α gene amplification and protein overexpression in locally advanced/metastatic breast cancer,2004.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00188,MENTORING IN PATIENT-ORIENTED RESEARCH IN DEEP PHENOTYPING IN CARDIO-ONCOLOGY,2023.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00190,Potential cardioprotective and anticancer effects of carvedilol either free or as loaded nanoparticles with or without doxorubicin in solid Ehrlich carcinoma-bearing mice,2023.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00191,Exercise Interventions for the Prevention and Treatment of Anthracycline-Induced Cardiotoxicity in Women with Breast Cancer: A Systematic Review,2025.0,Web of Science,INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R00192,Chemotherapy alters cisatracurium induced neuromuscular blockade characteristics: A prospective cohort study,2017.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00194,Clinical and Translational Science Award,2021.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00196,Doxorubicin vs. ladirubicin: methods for improving osteosarcoma treatment,2012.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00197,Phase 1 study of the novel immunotoxin MT-5111 in patients with HER-2+tumors.,2021.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00199,Echocardiography Core Laboratory Reproducibility of Cardiac Safety Assessments in Cardio-Oncology,2018.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00201,"A phase I clinical and pharmacokinetic study of the multi-drug resistance protein-1 (MRP-1) inhibitor sulindac, in combination with epirubicin in patients with advanced cancer",2007.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00202,Advancements in Managing Anthracycline-Induced Cardiotoxicity: Insights from Interventional Clinical Trials,2025.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00204,IDARUBICIN (4-DEMETHOXYDAUNORUBICIN) - A PRELIMINARY OVERVIEW OF PRECLINICAL AND CLINICAL-STUDIES,1986.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00205,A review of the pathophysiological mechanisms of doxorubicin-induced cardiotoxicity and aging,2024.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00206,From bench to bedside: Advancing liposomal doxorubicin for targeted cancer therapy,2025.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00207,Evolving Cardioprotective Strategies in Cardio-Oncology: A Narrative Review,2025.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00208,Doxorubicin conjugated to D-α-tocopheryl polyethylene glycol succinate and folic acid as a prodrug for targeted chemotherapy,2010.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00209,Comparison of exercise training and estrogen supplementation on mast cell-mediated doxorubicin-induced cardiotoxicity,2020.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00210,Heart failure in chemotherapy-related cardiomyopathy: Can exercise make a difference?,2016.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00211,Review and Meta-Analysis of Incidence and Clinical Predictors of Anthracycline Cardiotoxicity,2013.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00212,Curcumin in cancer therapy: A novel adjunct for combination chemotherapy with paclitaxel and alleviation of its adverse effects,2020.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00213,Evidence-based prediction and prevention of cardiovascular morbidity in adults treated for cancer,2021.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00214,"Current strategies for prevention of cancer therapy-related cardiotoxicity: pharmacological, non-pharmacological and emerging approaches",2025.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00215,Focus on anticancer therapy-induced cardiotoxicity from the perspective of oncologists,2022.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00216,Prevention and Monitoring of Cardiac Dysfunction in Survivors of Adult Cancers: American Society of Clinical Oncology Clinical Practice Guideline,2017.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00217,Effects of Physical Exercise and the use of Doxorubicin on Cardiac Function in Rodents: A Systematic Review and Meta-Analysis,2025.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00218,Pharmacological and toxicological aspects of 4-demethoxy-3′-deamino-3′-aziridinyl-4′-methylsulphonyl-daunorubicin (PNU-159548): A novel antineoplastic agent,2001.0,Web of Science,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00219,Anthracyclines in the treatment of cancer - An overview,1997.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00220,Fasting and cancer treatment in humans: A case series report,2009.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00221,Interventions for prevention and treatment of trastuzumab-induced cardiotoxicity: an umbrella review of systematic reviews and meta-analyses,2024.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00222,Effects of Exercise on Doxorubicin-Induced Skeletal Muscle Dysfunction,2016.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00223,Phase I and pharmacokinetic study of pazopanib and lapatinib combination therapy in patients with advanced solid tumors,2013.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00224,Aerobic Exercise Alleviates Doxorubicin-Induced Cardiotoxicity via Inhibition of Ferroptosis,2025.0,Web of Science,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00226,Exploring Zanidatamab’s efficacy across HER2-positive Malignancies: a narrative review,2025.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00227,Response to Letter to the Editor: Optimizing Pulmonary Health and Quality of Life in Breast Cancer Survivors: A Randomized Controlled Trial Combining Incentive Spirometry and Aerobic Exercise,2025.0,Scopus,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00228,Behaviorally Designed Gamification and Physical Activity Among Breast and Prostate Cancer Survivors,2025.0,Scopus,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00231,Utilization of Proteomic Measures for Early Detection of Drug Benefits and Adverse Effects,2025.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00232,Advancements in breast cancer therapy: Integrating AI tools for drug discovery and clinical trials,2025.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00234,Toxicity and efficacy of antibody–drug conjugates in advanced solid tumors: a retrospective single-center analysis of clinical trials,2025.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00236,Impact of exercise interventions on cardiotoxicity in patients with breast cancer undergoing chemotherapy: A study protocol for a quasi-randomised controlled trial,2025.0,Scopus,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00237,"Cardioprotection in patients with anthracycline-treated breast cancer: final analysis from the 2 × 2 randomized, placebo-controlled, double-blind SAFE trial",2025.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00238,A randomized controlled trial of gamification to increase physical activity among black and Hispanic breast and prostate cancer survivors: Rationale and design of the ALLSTAR clinical trial,2025.0,Scopus,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00239,Cardiovascular Health in Breast Cancer: Survivorship Care,2025.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00241,Pneumocystis Jirovecii Pneumonia in Two Immunosuppressed Non-HIV Infected Patients: A Clinical and Therapeutic Analysis,2025.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00242,Network-based estimation of therapeutic efficacy and adverse reaction potential for prioritisation of anti-cancer drug combinations,2025.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00243,"A comprehensive review on doxorubicin: mechanisms, toxicity, clinical trials, combination therapies and nanoformulations in breast cancer",2025.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00244,Targeting HER2: a decade of progress in breast and gastric cancer therapy,2025.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00245,"Eribulin plus Pyrotinib in Trastuzumab-Resistant, HER2-Positive Advanced Breast Cancer: A Single-Arm, Multicenter Phase II Trial (EPIC Trial)",2025.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00247,"Nanoparticle-based delivery systems for phytochemicals in cancer therapy: molecular mechanisms, clinical evidence, and emerging trends",2025.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00248,Neurobiology of cancer: Adrenergic signaling and drug repurposing,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00249,The efficacy and safety of exercise regimens to mitigate chemotherapy cardiotoxicity: a systematic review and meta-analysis of randomized controlled trials,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00250,Neratinib and ado-trastuzumab emtansine for pretreated and untreated human epidermal growth factor receptor 2 (HER2)-positive breast cancer brain metastases: Translational Breast Cancer Research Consortium trial 022,2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00251,BRD-810 is a highly selective MCL1 inhibitor with optimized in vivo clearance and robust efficacy in solid and hematological tumor models,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00252,Precision oncology targeting FGFRs: A systematic review on pre-clinical activity and clinical outcomes of pemigatinib,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00254,Understanding cardiac events in breast cancer (UCARE): pilot cardio-oncology assessment and surveillance pathway for breast cancer patients,2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00255,Anastrozole Dose Escalation for Optimal Estrogen Suppression in Postmenopausal Early-Stage Breast Cancer: A Prospective Trial,2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00257,Exercise Across the Phases of Cancer Survivorship: A Narrative Review,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00258,Relevance of Cardiovascular Exercise in Cancer and Cancer Therapy-Related Cardiac Dysfunction,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00259,Mini-encyclopedia of mitochondria-relevant nutraceuticals protecting health in primary and secondary care—clinically relevant 3PM innovation,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00260,Potential impact of underlying diseases influencing ADME in nonclinical safety assessment,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00261,Guidelines for diagnosis and treatment of advanced breast cancer in China (2022 edition),2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00262,Identification of ADME genes polymorphic variants linked to trastuzumab-induced cardiotoxicity in breast cancer patients: Case series of mono-institutional experience,2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00263,"Senotherapy, cancer, and aging",2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00264,Trastuzumab and Pertuzumab in Patients with Non-Breast/Gastroesophageal HER2-Amplified Tumors: Results from the NCI-MATCH ECOG-ACRIN Trial (EAY131) Subprotocol J,2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00265,Analysis of effects of trastuzumab assisted modified DOF fortnightly regimen on serum tumor markers and survival rate in patients with cisplatin-resistant gastric cancer,2024.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00267,Development of a multiparametric model for predicting the response to neoadjuvant chemotherapy in breast cancer,2024.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00269,"Safety and Efficacy of Tucatinib, Letrozole, and Palbociclib in Patients with Previously Treated HRþ/HER2þ Breast Cancer",2023.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00270,A Comparison of 3D Conformal and Deep Inspiratory Breath Holding vs. 4D-CT Intensity-Modulated Radiation Therapy for Patients with Left Breast Cancer,2023.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00271,Sequencing Antibody Drug Conjugates in Breast Cancer: Exploring Future Roles,2023.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
